price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,sqft_basement,yr_built,yr_renovated,statezip,city_Seattle,city_Renton,city_Bellevue,city_Redmond,city_Issaquah,city_Kent,city_Kirkland,city_Auburn,city_Sammamish,city_Federal Way,city_Shoreline,city_Woodinville,city_Maple Valley,city_Mercer Island,city_Burien
-0.6971320130877925,-0.4273752416141801,-0.8351794114206103,-0.8493756147338253,-0.1952580154225554,0.0010471314180769955,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,0.5160739979440844,16,374433.23297491396,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-0.6020858469123579,-0.4273752416141801,-0.17750326766997623,-0.19507657058889818,-0.08351603287621966,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,-0.6833212250099272,0.14047120434080113,0,320953.50360750506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.34644443444049944,-0.4273752416141801,0.15133480420534076,-0.11744787043611023,-0.19199022014610742,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,1.5373601292478125,0.2429083298689693,0,560166.4285714285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.07962458634593135,0.6810671728281787,0.4801728760806578,-0.18398675628135705,-0.12358806478317079,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,1.0932238583962643,-0.20098588075309273,29,634790.0235953258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.11702265401703671,-1.535817656056539,-1.4928555551712444,-1.3595070728807177,-0.23768396765576144,-0.9332035197902183,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,1.096551042603704,27,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.6250280249547042,-1.535817656056539,-0.17750326766997623,-0.8382858004262842,-0.3434719164356877,-0.9332035197902183,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,-0.20098588075309273,0,634790.0235953258,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
-0.14324228606543246,0.6810671728281787,0.4801728760806578,0.6699289453993106,0.5789325332925281,0.9352977826263723,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,-0.6448800913751548,0,335314.80354609573,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
-0.23992717924389176,-0.4273752416141801,0.4801728760806578,0.3594141447881587,2.0344307039667076,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,1.226464739651729,-0.5082972573375972,0,386811.5891472791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37459544689038343,0.6810671728281787,-0.17750326766997623,-0.6497589571980849,-0.24266874011136005,0.0010471314180769955,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,0.8575310830379782,11,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.20551391218037235,-0.4273752416141801,-0.5063413395452933,-0.43905248535480323,-0.21165237816541307,-0.9332035197902183,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,0.75509395750981,27,379187.00883838633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.865460491487979,0.6810671728281787,0.4801728760806578,0.9028150458576745,-0.30359373679089874,0.0010471314180769955,-0.30371358064519605,2.273252715272919,1.55956694279039,2.086776589375996,33,879472.5902777709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.20580656557883586,-0.4273752416141801,-0.5063413395452933,0.24851600171274732,-0.0019596168665644534,-0.9332035197902183,-0.30371358064519605,-0.6747066925272243,0.11612406252285902,-0.3375687147906502,0,610092.1931113505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
-0.5267044047732202,-0.4273752416141801,-1.4928555551712444,-1.1266209724223537,-0.23616084273877297,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,-0.6833212250099272,0.5160739979440844,12,293297.8142076557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.2099696902780854,1.7895095872705375,0.8090109479559747,0.8917252315501333,-0.15183510869822964,0.0010471314180769955,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,1.0624053340943147,52,879472.5902777709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.92819252051428,-0.4273752416141801,-0.8351794114206103,-1.0046330150394012,-0.14518874542409815,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,-0.6833212250099272,0.17461691285019051,0,320953.50360750506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.34972188844654895,-0.4273752416141801,-0.8351794114206103,-0.5943098856603791,-0.22882214995691944,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,-0.6833212250099272,0.481928289434695,0,639103.4188034103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.5185107697580965,0.6810671728281787,1.1378490198312918,1.113521517700956,-0.21411707121290352,0.9352977826263723,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,-0.9180457594502698,0,358234.6037624938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.8775558561208157,-0.4273752416141801,-0.5063413395452933,-0.8161061718112019,-0.25213980777699746,-0.9332035197902183,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,-0.576588674356376,21,307774.4234693929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.8216752653176723,-0.4273752416141801,-0.8351794114206103,-1.0268126436544835,-0.12976364399205131,-0.9332035197902183,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,-0.44000584031881834,12,386811.5891472791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.735115387555825,-0.4273752416141801,-0.5063413395452933,0.14870767294487708,-0.12142799671907806,0.9352977826263723,-0.30371358064519605,2.273252715272919,0.8489489094279131,1.6087366702445447,0,595001.8816964297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.29728262434975744,0.6810671728281787,-1.4928555551712444,-0.7273876573508727,-0.17066647130826887,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,-0.6833212250099272,0.5502197064534737,42,795192.4976851852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.3287110908056909,-0.4273752416141801,0.15133480420534076,-0.3946932281246387,-0.3708327785808624,1.8695484338346677,-0.30371358064519605,-0.6747066925272243,-0.061530445817760154,-1.1912114275253847,0,742405.6521739131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2844654617240231,0.6810671728281787,0.4801728760806578,0.6921085740143929,-0.07482037425923095,0.9352977826263723,-0.30371358064519605,-0.6747066925272243,-0.6833212250099272,-0.7131715083939335,0,487018.79032258067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.10063538398678937,0.6810671728281787,-0.5063413395452933,-0.5610404427377558,-0.23768396765576144,-0.9332035197902183,-0.30371358064519605,-0.6747066925272243,0.3603990114912104,0.3794911639065269,32,442379.7752808989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.7889007252571776,-0.4273752416141801,0.4801728760806578,-0.01763954166823999,-0.11433854256000446,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,0.9377761635982227,-0.576588674356376,0,299425.625,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.29265909673914675,-0.4273752416141801,-0.5063413395452933,0.28178544463537075,-0.21245548039437065,-0.9332035197902183,-0.30371358064519605,0.7992730113728475,1.5373601292478125,0.75509395750981,0,525826.0318181819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
